StudentID,CompleteDevMath_16Term6,CompleteDevEnglish_16Term6,Major1_16Term6,Major2_16Term6,Complete1_16Term6,Complete2_16Term6,CompleteCIP1_16Term6,CompleteCIP2_16Term6,TransferIntent_16Term6,DegreeTypeSought_16Term6,TermGPA_16Term6,CumGPA_16Term6
21868,-2,-2,23.0101,-1,7,0,23.0101,-2,-1,6,4,3.82
25142,-2,-2,45.1101,-1,0,0,-2,-2,-1,6,3.5,3.05
28229,-2,-2,51.3899,-1,8,0,51.3899,-2,-1,6,3.45,3.22
32718,-1,-1,24.0102,-1,0,0,-2,-2,-1,6,3.85,3.95
36082,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,3.7,3.14
37218,-2,-2,52.0301,-1,8,0,52.0301,-2,-1,6,3.3,3.13
44496,0,0,27.0101,13.1001,0,0,-2,-2,-1,6,3,2.72
44757,-2,-2,13.1001,-1,0,0,-2,-2,-1,6,4,2.57
63766,-2,-2,16.0905,-1,0,0,-2,-2,-1,6,3.3,3.02
67421,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,4,3.98
69563,-1,-1,51.3801,-1,0,0,-2,-2,-1,6,4,3.66
70833,-2,-2,51.3801,-1,8,0,51.3801,-2,-1,6,3.28,3.07
72528,-2,-2,45.1101,-1,0,0,-2,-2,-1,6,3.7,2.9
73979,0,-2,43.0203,-1,0,0,-2,-2,-1,6,0,3.78
78472,-2,-2,52.0301,-1,0,0,-2,-2,-1,6,4,2.8
82094,-2,-2,51.3801,-1,8,0,51.3801,-2,-1,6,3.3,3.69
82707,0,0,43.0399,-1,0,0,-2,-2,-1,6,4,2.59
82810,-2,-2,23.0101,-1,0,0,-2,-2,-1,6,2,3.26
84495,0,0,42.0101,-1,0,0,-2,-2,-1,6,3.7,3.08
86667,-1,-1,26.0101,-1,0,0,-2,-2,-1,6,3,1.06
87767,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,4,3.3
88237,-2,0,52.0201,52.1401,0,0,-2,-2,-1,6,3.5,3.75
92333,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,4,3.52
92847,-2,-2,16.0905,13.1209,0,0,-2,-2,-1,6,4,3.84
93624,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,3,3.17
94504,-1,-1,26.0101,-1,0,0,-2,-2,-1,6,2,3.23
95109,-2,-2,51.3899,-1,8,0,51.3899,-2,-1,6,3.9,3.88
102573,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.7,3.8
103021,0,0,45.1101,-1,0,0,-2,-2,-1,6,0,1.15
137622,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.7,3.32
237369,-1,-1,26.0101,-1,0,0,-2,-2,-1,6,3.7,2
240224,-2,-2,51.3801,-1,8,0,51.3801,-2,-1,6,3.7,3.75
241388,-2,-2,52.1401,-1,0,0,-2,-2,-1,6,2.7,2.71
243396,-2,-2,52.0301,-1,0,0,-2,-2,-1,6,3.7,3.66
247678,-2,-2,42.0101,-1,7,0,42.0101,-2,-1,6,4,3.63
248890,-1,-1,52.0301,52.1401,0,0,-2,-2,-1,6,3,3.55
249048,-1,-1,13.1209,-1,0,0,-2,-2,-1,6,4,3.16
249357,-2,-2,52.0301,-1,0,0,-2,-2,-1,6,0,3.82
250418,-2,-2,43.0203,-1,0,0,-2,-2,-1,6,4,4
253778,-2,-2,42.0101,43.0199,7,0,42.0101,-2,-1,6,3.3,2.61
257648,-2,-2,45.1101,-1,0,0,-2,-2,-1,6,3.7,3.52
258122,-2,-2,51.3899,-1,8,0,51.3899,-2,-1,6,3.84,3.58
260459,0,-2,26.0101,-1,0,0,-2,-2,-1,6,3.7,3.78
261868,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,0,2.38
