StudentID,CompleteDevMath_13Term6,CompleteDevEnglish_13Term6,Major1_13Term6,Major2_13Term6,Complete1_13Term6,Complete2_13Term6,CompleteCIP1_13Term6,CompleteCIP2_13Term6,TransferIntent_13Term6,DegreeTypeSought_13Term6,TermGPA_13Term6,CumGPA_13Term6
302772,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,2.3,2.4
302134,0,0,42.0101,-1,0,0,-2,-2,-1,6,3.7,3.31
301192,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,2.85,3.33
303346,-2,-2,0,-1,0,0,-2,-2,-1,6,2.5,2.92
305182,-2,-2,52.1401,-1,8,0,52.1401,-2,-1,6,3.5,3.25
300895,0,0,26.0101,-1,0,0,-2,-2,-1,6,0,3.17
303775,-2,-2,50.0701,-1,0,0,-2,-2,-1,6,2,3.67
304552,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,0,2.96
303599,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,4,2.44
299020,0,0,43.0199,-1,0,0,-2,-2,-1,6,2.3,2.36
299086,0,0,52.0301,-1,0,0,-2,-2,-1,6,3.15,3
302533,0,0,0,-1,0,0,-2,-2,-1,6,2.85,2.43
303601,-2,-2,52.0801,-1,8,0,52.0801,-2,-1,6,4,3.45
299115,-2,-2,43.0199,-1,0,0,-2,-2,-1,6,4,4
302819,-2,-2,42.0101,-1,7,0,42.0101,-2,-1,6,3.7,2.64
294719,-2,-2,52.0301,-1,8,0,52.0301,-2,-1,6,3.3,2.9
258799,-2,-2,43.0199,9.0101,8,0,43.0199,-2,-1,6,2.7,2.81
300275,-2,0,26.0101,-1,0,0,-2,-2,-1,6,4,3.52
300303,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,4,3.95
295130,-2,0,26.0101,-1,0,0,-2,-2,-1,6,3.3,3.54
299655,0,0,27.0101,-1,0,0,-2,-2,-1,6,4,3.03
298900,0,0,45.1101,-1,0,0,-2,-2,-1,6,4,3.71
305226,-2,-2,43.0399,-1,0,0,-2,-2,-1,6,4,3.42
286282,-1,-1,0,-1,0,0,-2,-2,-1,6,4,3.16
301764,0,0,52.0301,-1,0,0,-2,-2,-1,6,3.35,3.6
299554,-2,-2,0,-1,0,0,-2,-2,-1,6,2.7,3.48
302770,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,3.35,2.52
302629,-2,-2,43.0399,-1,8,0,43.0399,-2,-1,6,3.7,3.58
304257,-2,-2,43.0399,-1,0,0,-2,-2,-1,6,2,3.22
297513,0,0,52.0801,-1,0,0,-2,-2,-1,6,3.2,3.05
295509,-2,-2,43.0199,-1,0,0,-2,-2,-1,6,2.3,2.9
304223,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,3.3,3.15
288584,0,0,42.0101,-1,0,0,-2,-2,-1,6,3.15,3.46
278532,-2,-2,45.1101,-1,0,0,-2,-2,-1,6,4,3.34
302900,-2,-2,11.0101,-1,0,0,-2,-2,-1,6,2.3,0.85
298148,0,0,52.0201,-1,0,0,-2,-2,-1,6,2.7,2.73
298316,0,0,42.0101,-1,0,0,-2,-2,-1,6,4,3.35
296689,0,0,42.0101,43.0199,0,0,-2,-2,-1,6,4,3.66
297388,-2,0,26.0101,-1,0,0,-2,-2,-1,6,3.83,3.64
301787,0,0,43.0199,-1,0,0,-2,-2,-1,6,2.7,3.17
294670,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,4,3.48
276063,-2,-2,11.0101,-1,0,0,-2,-2,-1,6,4,3.32
302782,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,3,2.76
304674,-2,-2,13.1209,-1,0,0,-2,-2,-1,6,3.3,2.53
297794,0,0,42.0101,13.1209,0,0,-2,-2,-1,6,3.57,3.57
43733,0,0,50.0701,-1,0,0,-2,-2,-1,6,3,2.55
299962,0,0,0,-1,0,0,-2,-2,-1,6,3.7,3.66
300561,-2,-2,43.0199,-1,0,0,-2,-2,-1,6,3,2.91
298144,0,0,43.0199,-1,8,0,43.0199,-2,-1,6,3.35,3.55
281128,0,-2,0,-1,0,0,-2,-2,-1,6,2.3,2.83
