StudentID,CompleteDevMath_12Term6,CompleteDevEnglish_12Term6,Major1_12Term6,Major2_12Term6,Complete1_12Term6,Complete2_12Term6,CompleteCIP1_12Term6,CompleteCIP2_12Term6,TransferIntent_12Term6,DegreeTypeSought_12Term6,TermGPA_12Term6,CumGPA_12Term6
302176,-2,-2,51.3801,-1,8,0,51.3801,-2,-1,6,3.4,3.68
300304,0,-2,9.0101,-1,0,0,-2,-2,-1,6,2.85,2.48
301067,-2,-2,23.0101,13.1001,0,0,-2,-2,-1,6,4,4
302772,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,2.65,2.28
301192,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,3.7,3.23
305186,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.7,3.8
305182,-2,-2,52.1401,-1,0,0,-2,-2,-1,6,3,3.26
301313,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,1.65,2.98
303775,-2,-2,50.0701,13.1209,0,0,-2,-2,-1,6,4,3.59
301624,-2,-2,45.1101,-1,7,0,45.1101,-2,-1,6,3.15,3.07
299713,-2,-2,52.0201,52.1401,0,0,-2,-2,-1,6,4,3.78
293485,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,4,3.55
303907,-2,-2,23.0101,-1,0,0,-2,-2,-1,6,3,3.22
303428,-2,-2,52.0301,-1,0,0,-2,-2,-1,6,3.35,2.95
304525,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.7,3.67
303599,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,0,2.18
304279,-2,-2,52.0801,-1,0,0,-2,-2,-1,6,2.3,3.23
298895,-2,0,52.0301,-1,0,0,-2,-2,-1,6,2,2.26
301078,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,2.7,3.02
301653,-2,-2,0,-1,0,0,-2,-2,-1,6,3.82,3.06
296633,-2,-2,27.0101,13.1202,0,0,-2,-2,-1,6,0,2.07
302533,0,0,0,-1,0,0,-2,-2,-1,6,2.7,2.22
303601,-2,-2,52.0801,-1,0,0,-2,-2,-1,6,4,3.33
270506,-2,-2,43.0203,-1,0,0,-2,-2,-1,6,2.15,3.76
281368,-2,-2,54.0101,13.1001,0,0,-2,-2,-1,6,3,3.45
302819,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,3,2.72
305310,-2,-2,52.1401,-1,0,0,-2,-2,-1,6,0,1.29
294719,-2,-2,52.0301,-1,0,0,-2,-2,-1,6,2.15,2.7
305260,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.7,3.94
258799,-2,-2,43.0199,9.0101,0,0,-2,-2,-1,6,2.8,2.82
304560,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,3,3.09
294160,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,4,3.87
297627,-2,-2,11.0101,-1,0,0,-2,-2,-1,6,4,3.34
300303,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,4,3.94
295794,-2,-2,52.0301,-1,0,0,-2,-2,-1,6,4,3.59
298900,0,0,0,-1,0,0,-2,-2,-1,6,3.7,3.65
305226,-2,-2,43.0399,-1,0,0,-2,-2,-1,6,4,3.37
294698,0,0,52.1401,-1,0,0,-2,-2,-1,6,3.3,3.22
286282,-1,-1,0,-1,0,0,-2,-2,-1,6,3.7,3.22
299072,-2,-2,52.0301,-1,0,0,-2,-2,-1,6,4,3.38
301764,0,0,52.0301,-1,0,0,-2,-2,-1,6,3.3,3.71
299554,-2,-2,0,-1,0,0,-2,-2,-1,6,2,3.61
303035,-2,-2,52.0201,-1,8,0,52.0201,-2,-1,6,3.35,3.08
302770,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,2.35,2.22
302976,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,4,3.7
277702,-2,-2,45.1101,13.1209,0,0,-2,-2,-1,6,4,2.9
304223,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,4,2.86
297957,-2,-2,45.1101,-1,7,0,45.1101,-2,-1,6,4,2.38
303486,-2,-2,27.0101,-1,0,0,-2,-2,-1,6,3.3,3.21
304316,-2,-2,43.0199,-1,0,0,-2,-2,-1,6,3.5,3.13
292741,-2,-2,52.0301,-1,8,0,52.0301,-2,-1,6,3,3.44
288584,0,0,51.0999,-1,0,0,-2,-2,-1,6,2.8,3.31
301468,-2,-2,16.0905,-1,0,0,-2,-2,-1,6,3.3,3.18
268001,-2,-2,43.0199,-1,8,0,43.0199,-2,-1,6,4,3.76
298316,0,0,26.0101,-1,0,0,-2,-2,-1,6,4,3.32
296689,0,0,42.0101,43.0199,0,0,-2,-2,-1,6,4,3.64
297161,0,-2,0,-1,0,0,-2,-2,-1,6,3,3.65
302502,-2,-2,43.0199,-1,8,0,43.0199,-2,-1,6,1.7,3.88
258879,-2,-2,54.0101,-1,0,0,-2,-2,-1,6,2,3.01
282486,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,1,1.81
301625,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,4,3.79
299017,-2,0,40.0801,-1,0,0,-2,-2,-1,6,4,2.96
267051,-2,-2,26.0101,43.0199,0,0,-2,-2,-1,6,4,3.48
302550,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,2.5,2.81
300561,-2,-2,43.0199,-1,0,0,-2,-2,-1,6,2.7,2.84
303926,-2,-2,52.1401,-1,8,0,52.1401,-2,-1,6,3,2.9
298144,0,0,43.0199,-1,0,0,-2,-2,-1,6,3.5,3.57
303909,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,3,2.87
281128,0,-2,0,-1,0,0,-2,-2,-1,6,3,2.93
302914,-2,-2,43.0399,-1,8,0,43.0399,-2,-1,6,3.57,3.75
297766,-2,-2,43.0203,-1,0,0,-2,-2,-1,6,2.7,3.51
