StudentID,CompleteDevMath_15Term3,CompleteDevEnglish_15Term3,Major1_15Term3,Major2_15Term3,Complete1_15Term3,Complete2_15Term3,CompleteCIP1_15Term3,CompleteCIP2_15Term3,TransferIntent_15Term3,DegreeTypeSought_15Term3,TermGPA_15Term3,CumGPA_15Term3
300304,0,-2,9.0101,-1,0,0,-2,-2,-1,6,3.1,2.82
299369,0,0,52.1401,-1,0,0,-2,-2,-1,6,3.54,3.45
299788,0,0,54.0101,-1,0,0,-2,-2,-1,6,2.77,2.68
300895,0,0,51.0999,-1,0,0,-2,-2,-1,6,2.88,2.89
299456,0,0,52.0201,-1,8,0,52.0201,-2,-1,6,3.04,3.01
297755,-2,0,52.0301,-1,0,0,-2,-2,-1,6,1.83,2.14
299668,-2,-2,51,-1,8,0,51,-2,-1,6,3.9,2.87
304552,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,3.26,2.87
299408,-2,0,52.0201,-1,0,0,-2,-2,-1,6,2.93,2.64
303599,-2,-2,52.0201,52.1401,0,0,-2,-2,-1,6,3.4,2.62
299020,0,0,43.0199,-1,8,0,43.0199,-2,-1,6,3.31,2.59
268879,-2,-2,51.3899,-1,8,0,51.3899,-2,-1,6,4,4
299243,0,0,52.1401,-1,0,0,-2,-2,-1,6,0,2.02
301078,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,4,3.1
297218,-2,0,26.0101,-1,7,0,26.0101,-2,-1,6,2.11,3.18
299086,0,0,52.0301,-1,8,0,52.0301,-2,-1,6,3.55,3.21
301309,0,0,26.0101,-1,0,0,-2,-2,-1,6,1.67,2.63
302533,0,0,42.0101,43.0199,7,0,42.0101,-2,-1,6,3.17,2.77
294406,0,0,45.1001,-1,0,0,-2,-2,-1,6,2.18,2.21
304905,0,0,52.0201,-1,8,0,52.0201,-2,-1,6,3,3.25
300290,0,0,51,-1,0,0,-2,-2,-1,6,0,2.94
299495,-2,0,11.0101,-1,8,0,11.0101,-2,-1,6,3.9,3.92
298966,0,0,42.0101,-1,7,0,42.0101,-2,-1,6,3.45,3.38
299583,0,0,54.0101,-1,0,0,-2,-2,-1,6,2.9,2.96
297839,-2,-2,43.0199,-1,8,0,43.0199,-2,-1,6,2.15,2.47
301106,0,0,42.0101,-1,0,0,-2,-2,-1,6,3.67,3.23
299655,0,0,27.0101,-1,0,0,-2,-2,-1,6,3.73,3.17
298959,0,-2,50.0701,-1,7,0,50.0701,-2,-1,6,3.78,3.8
301493,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,1.05,2.03
305255,-2,-2,40.0801,-1,0,0,-2,-2,-1,6,3.77,3.32
301764,0,0,52.0301,-1,8,0,52.0301,-2,-1,6,3.5,3.56
302827,1,-2,50.0901,-1,0,0,-2,-2,-1,6,2.22,2.87
302354,0,0,42.0101,-1,0,0,-2,-2,-1,6,2.04,2.96
305204,-2,-2,50.0701,-1,0,0,-2,-2,-1,6,3.77,2.79
297251,0,0,42.0101,43.0199,0,0,-2,-2,-1,6,3.6,3.35
260331,-2,-2,42.0101,-1,7,0,42.0101,-2,-1,6,3.86,3.6
303232,0,0,42.0101,-1,7,0,42.0101,-2,-1,6,3.7,3.26
301130,-2,0,26.0101,-1,0,0,-2,-2,-1,6,1.5,3
300416,0,0,52.0201,-1,8,0,52.0201,-2,-1,6,3.54,3.44
298934,0,0,11.0101,-1,8,0,11.0101,-2,-1,6,3.14,2.86
304223,-2,-2,52.0201,-1,8,0,52.0201,-2,-1,6,3.6,2.56
283573,-2,-2,23.0101,-1,7,0,23.0101,-2,-1,6,3.68,3.32
298985,0,0,43.0399,-1,0,0,-2,-2,-1,6,3.76,3.05
300664,0,0,54.0101,-1,0,0,-2,-2,-1,6,3,3.05
303060,0,0,52.0301,-1,0,0,-2,-2,-1,6,3.48,3.03
302547,0,-2,23.0101,-1,7,0,23.0101,-2,-1,6,3.54,3.26
297388,-2,0,26.0101,-1,0,0,-2,-2,-1,6,3.82,3.65
297161,0,-2,26.0101,-1,8,0,26.0101,-2,-1,6,3.92,3.7
304604,-2,-2,50.0701,-1,7,0,50.0701,-2,-1,6,3.14,3.68
282486,-2,-2,45.1101,-1,7,0,45.1101,-2,-1,6,3.08,2.16
304674,-2,-2,16.0905,-1,0,0,-2,-2,-1,6,2,2.61
303769,0,0,26.0101,-1,0,0,-2,-2,-1,6,0.83,2.31
294946,0,0,42.0101,-1,7,0,42.0101,-2,-1,6,3.43,3.25
300544,0,0,23.0101,-1,0,0,-2,-2,-1,6,3.23,3.13
301696,0,0,52.0201,-1,0,0,-2,-2,-1,6,1.33,2.77
299570,0,0,50.0701,-1,0,0,-2,-2,-1,6,2.43,3.45
43733,0,0,43.0399,43.0199,0,0,-2,-2,-1,6,3.26,2.75
298780,0,0,52.0301,-1,0,0,-2,-2,-1,6,2.1,2.89
304741,0,0,45.1101,-1,0,0,-2,-2,-1,6,2.75,3.04
298102,0,0,43.0203,-1,0,0,-2,-2,-1,6,3.23,2.09
302398,0,0,43.0199,-1,8,0,43.0199,-2,-1,6,2.89,2.88
302870,0,0,42.0101,-1,7,0,42.0101,-2,-1,6,3.45,3.38
300964,0,0,54.0101,-1,7,0,54.0101,-2,-1,6,4,3.34
301530,-2,0,43.0399,-1,0,0,-2,-2,-1,6,4,3.04
298929,0,0,52.0201,-1,8,0,52.0201,-2,-1,6,2.93,2.87
281128,0,-2,52.0301,-1,0,0,-2,-2,-1,6,2.25,2.66
302250,-2,-2,43.0399,-1,0,0,-2,-2,-1,6,3.5,3
276902,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,1.99,2.32
296824,0,0,26.0101,-1,7,0,26.0101,-2,-1,6,2.62,2.75
301597,0,0,26.0101,-1,0,0,-2,-2,-1,6,3.11,3.19
283839,0,0,23.0101,-1,0,0,-2,-2,-1,6,3.86,3.33
300953,0,-2,26.0101,-1,0,0,-2,-2,-1,6,1.35,2.46
303786,-2,-2,27.0101,-1,7,0,27.0101,-2,-1,6,3.85,2.84
280240,0,0,26.0101,-1,0,0,-2,-2,-1,6,1.41,1.65
298868,0,0,27.0101,-1,7,0,27.0101,-2,-1,6,4,3.94
300305,-2,0,26.0101,-1,0,0,-2,-2,-1,6,1.63,2.25
304088,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,3.15,3.58
301901,-2,0,9.0101,-1,0,0,-2,-2,-1,6,0.75,2.07
300756,0,0,27.0101,-1,0,0,-2,-2,-1,6,0,2.61
298284,0,-2,45.1101,-1,0,0,-2,-2,-1,6,1.77,2.77
297677,-2,-2,50.0901,-1,7,0,50.0901,-2,-1,6,3.56,2.9
299944,0,-2,54.0101,-1,7,0,54.0101,-2,-1,6,3.75,3.52
299822,0,0,43.0199,-1,0,0,-2,-2,-1,6,3.5,3.07
303171,-2,-2,50.0901,-1,0,0,-2,-2,-1,6,3.84,3.02
301472,0,0,23.0101,-1,7,0,23.0101,-2,-1,6,3.43,3.12
299238,0,0,51,-1,8,0,51,-2,-1,6,3.33,2.95
299672,0,-2,45.1001,-1,7,0,45.1001,-2,-1,6,3.24,3.02
298215,0,-2,26.0101,-1,0,0,-2,-2,-1,6,3,2.86
258805,-2,-2,45.1101,-1,0,0,-2,-2,-1,6,1.15,2.52
294410,0,0,54.0101,-1,0,0,-2,-2,-1,6,3,2.29
300266,0,0,26.0101,-1,0,0,-2,-2,-1,6,3.43,2.82
297205,0,0,51,-1,0,0,-2,-2,-1,6,3.35,2.86
298860,0,0,52.0201,-1,0,0,-2,-2,-1,6,1.9,2.4
300835,0,0,26.0101,-1,0,0,-2,-2,-1,6,2.25,2.9
302843,-2,-2,45.1101,-1,0,0,-2,-2,-1,6,0.5,2.49
300872,-2,-2,42.0101,13.1209,7,0,42.0101,-2,-1,6,4,3.48
297816,0,-2,50.0701,50.0701,0,0,-2,-2,-1,6,3.77,3.57
298495,-2,0,42.0101,-1,0,0,-2,-2,-1,6,0,3.39
296573,0,0,52.1401,-1,8,0,52.1401,-2,-1,6,4,3.41
297975,-2,0,43.0199,42.0101,8,0,43.0199,-2,-1,6,4,3.57
298331,-2,-2,50.0701,-1,0,0,-2,-2,-1,6,3.6,3.36
300271,0,0,42.0101,-1,0,0,-2,-2,-1,6,2.13,2.33
300778,0,0,52.0301,-1,0,0,-2,-2,-1,6,2.43,3.03
299815,0,0,43.0199,-1,0,0,-2,-2,-1,6,2.77,2.87
302555,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,0,3.08
302910,-2,-2,45.0601,27.0101,7,0,45.0601,-2,-1,6,3.4,3.66
266698,-2,-2,52.0201,-1,8,0,52.0201,-2,-1,6,3,2.27
304247,0,-2,52.0201,-1,0,0,-2,-2,-1,6,2.55,2.88
81733,-2,-2,43.0199,-1,0,0,-2,-2,-1,6,3.28,3.22
298777,-2,0,43.0199,-1,8,0,43.0199,-2,-1,6,3,3.1
300669,-2,0,42.0101,-1,0,0,-2,-2,-1,6,2.08,2.23
300099,-2,0,26.0101,13.1209,7,0,26.0101,-2,-1,6,4,3.39
299353,-2,0,42.0101,-1,0,0,-2,-2,-1,6,3.67,3.7
300961,0,0,50.0903,-1,0,0,-2,-2,-1,6,1.64,2.77
300003,0,0,27.0101,-1,0,0,-2,-2,-1,6,2.32,2.77
301934,0,0,42.0101,13.1209,7,0,42.0101,-2,-1,6,4,3.73
301299,0,0,54.0101,-1,0,0,-2,-2,-1,6,2.83,2.99
300404,-2,0,52.0801,45.0601,0,0,-2,-2,-1,6,3.83,3.37
298387,-2,0,0,-1,0,0,-2,-2,-1,6,1.68,2.2
66888,0,0,45.1101,-1,0,0,-2,-2,-1,6,3.53,2.69
278743,-2,-2,50.0701,-1,0,0,-2,-2,-1,6,0,3.01
298347,0,0,43.0203,-1,8,0,43.0203,-2,-1,6,3.74,2.68
304702,0,0,42.0101,-1,7,0,42.0101,-2,-1,6,4,2.71
299060,-2,-2,50.0901,-1,0,0,-2,-2,-1,6,0,2.07
283610,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,2.7,3.45
297136,0,0,50.0701,-1,0,0,-2,-2,-1,6,3.1,2.72
301527,0,0,50.0701,-1,0,0,-2,-2,-1,6,2.86,2.92
298530,0,0,26.0101,-1,0,0,-2,-2,-1,6,1.76,2.09
300612,0,0,52.0301,-1,0,0,-2,-2,-1,6,3.68,3.35
302457,0,0,52.0201,-1,0,0,-2,-2,-1,6,2.33,2.35
297044,0,0,54.0101,-1,0,0,-2,-2,-1,6,1.43,2.96
302437,0,-2,52.0201,-1,0,0,-2,-2,-1,6,3.85,3.94
305079,-2,-2,42.0101,13.1209,7,0,42.0101,-2,-1,6,3.9,3.59
26367,0,0,52.0201,-1,0,0,-2,-2,-1,6,2.86,2.79
302574,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,2.62,2.76
301300,-2,0,26.0101,-1,0,0,-2,-2,-1,6,3.04,2.99
305145,-2,0,26.0101,-1,8,0,26.0101,-2,-1,6,4,3.65
288617,-2,-2,16.0905,13.1209,7,0,16.0905,-2,-1,6,4,3.74
296821,-2,-2,52.0801,-1,0,0,-2,-2,-1,6,3.7,3.41
302227,-2,-2,42.0101,-1,7,0,42.0101,-2,-1,6,3.5,3.3
297069,0,0,11.0101,-1,8,0,11.0101,-2,-1,6,3.35,3.45
297640,0,0,50.0701,-1,0,0,-2,-2,-1,6,3.4,2.74
301041,0,0,50.0901,-1,0,0,-2,-2,-1,6,3.06,3.05
299821,0,0,43.0399,-1,8,0,43.0399,-2,-1,6,3.66,3.34
301170,0,0,52.0201,-1,0,0,-2,-2,-1,6,3.37,2.72
300325,0,0,54.0101,-1,0,0,-2,-2,-1,6,2.68,2.73
298939,0,0,42.0101,-1,0,0,-2,-2,-1,6,2.79,2.41
124131,0,0,43.0199,-1,0,0,-2,-2,-1,6,3.58,2.35
301476,0,0,26.0101,-1,0,0,-2,-2,-1,6,1.82,2.76
298502,-2,0,40.0501,40.0601,0,0,-2,-2,-1,6,3.01,3.39
304688,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,1.62,1.95
302751,-2,-2,43.0399,-1,0,0,-2,-2,-1,6,1.5,2.12
304141,-2,-2,52.0301,-1,0,0,-2,-2,-1,6,3.3,2.85
301107,0,0,52.1401,-1,0,0,-2,-2,-1,6,3.85,3.82
302863,0,0,52.0201,-1,8,0,52.0201,-2,-1,6,2.93,2.91
