StudentID,CompleteDevMath_12Term3,CompleteDevEnglish_12Term3,Major1_12Term3,Major2_12Term3,Complete1_12Term3,Complete2_12Term3,CompleteCIP1_12Term3,CompleteCIP2_12Term3,TransferIntent_12Term3,DegreeTypeSought_12Term3,TermGPA_12Term3,CumGPA_12Term3
302176,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,3.73,3.7
302756,-2,-2,45.0601,-1,7,0,45.0601,-2,-1,6,4,3.82
300304,0,-2,9.0101,-1,0,0,-2,-2,-1,6,3,2.34
301067,-2,-2,23.0101,13.1001,0,0,-2,-2,-1,6,4,4
297371,-2,0,0,-1,0,0,-2,-2,-1,6,1,2.52
273211,-2,-2,42.0101,13.1209,0,0,-2,-2,-1,6,2.85,3.18
302772,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,1.85,2.1
280023,-2,-2,45.1101,-1,0,0,-2,-2,-1,6,2.84,2.68
299369,0,1,0,-1,0,0,-2,-2,-1,6,3.58,3.46
299363,-2,-2,23.0101,-1,0,0,-2,-2,-1,6,2.73,2.7
302134,0,0,42.0101,-1,0,0,-2,-2,-1,6,2.65,3.28
301723,-2,-2,52.1401,-1,0,0,-2,-2,-1,6,3.94,3.45
283028,-2,-2,11.0101,-1,0,0,-2,-2,-1,6,3.65,2.79
294970,-2,-2,52.1401,-1,0,0,-2,-2,-1,6,3.5,3.41
301192,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,3,3.17
303346,-2,-2,0,-1,0,0,-2,-2,-1,6,2.43,2.83
305186,-2,-2,51.3801,-1,0,0,-2,-2,-1,6,4,3.82
305182,-2,-2,52.1401,-1,0,0,-2,-2,-1,6,3.33,3.32
302328,-2,-2,54.0101,-1,7,0,54.0101,-2,-1,6,3.86,3.76
300895,0,0,51.0999,-1,0,0,-2,-2,-1,6,3.53,3.28
297560,-2,-2,52.0801,-1,8,0,52.0801,-2,-1,6,3.89,3.74
299456,0,0,52.0301,-1,0,0,-2,-2,-1,6,3.08,2.75
297755,-2,0,0,-1,0,0,-2,-2,-1,6,3.06,2.42
297083,1,0,50.0701,-1,0,0,-2,-2,-1,6,2.23,2.44
303435,-2,-2,27.0101,13.1209,0,0,-2,-2,-1,6,2.27,2.94
299668,-2,-2,51,-1,0,0,-2,-2,-1,6,2.7,2.47
301313,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,2.67,3.13
303775,-2,-2,50.0701,13.1209,0,0,-2,-2,-1,6,3.5,3.56
300221,-2,0,27.0101,-1,0,0,-2,-2,-1,6,3.3,3.26
301624,-2,-2,45.1101,-1,0,0,-2,-2,-1,6,2.32,3.06
