StudentID,CompleteDevMath_13Term1,CompleteDevEnglish_13Term1,Major1_13Term1,Major2_13Term1,Complete1_13Term1,Complete2_13Term1,CompleteCIP1_13Term1,CompleteCIP2_13Term1,TransferIntent_13Term1,DegreeTypeSought_13Term1,TermGPA_13Term1,CumGPA_13Term1
300304,0,-2,9.0101,-1,0,0,-2,-2,-1,6,2.65,2.51
301067,-2,-2,23.0101,13.1001,0,0,-2,-2,-1,6,4,4
273211,-2,-2,42.0101,13.1209,0,0,-2,-2,-1,6,3.38,3.23
302772,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,2.84,2.44
280023,-2,-2,45.1101,-1,7,0,45.1101,-2,-1,6,2.83,2.7
299369,0,0,0,-1,0,0,-2,-2,-1,6,3.25,3.4
299363,-2,-2,23.0101,-1,0,0,-2,-2,-1,6,3.5,2.78
302134,0,0,42.0101,-1,0,0,-2,-2,-1,6,2.96,3.21
301723,-2,-2,52.1401,-1,8,0,52.1401,-2,-1,6,3.83,3.52
283028,-2,-2,11.0101,-1,0,0,-2,-2,-1,6,2.5,2.75
294970,-2,-2,52.1401,-1,0,0,-2,-2,-1,6,3,3.36
301192,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,3.35,3.25
303346,-2,-2,0,-1,0,0,-2,-2,-1,6,3.66,3.06
305182,-2,-2,52.1401,-1,0,0,-2,-2,-1,6,2.83,3.15
300895,0,0,51.0999,-1,0,0,-2,-2,-1,6,3.08,3.22
299456,0,0,52.0301,-1,0,0,-2,-2,-1,6,3.02,2.83
297755,-2,0,0,-1,0,0,-2,-2,-1,6,2.43,2.42
297083,0,0,50.0701,-1,0,0,-2,-2,-1,6,1.77,2.31
303435,-2,-2,27.0101,13.1209,0,0,-2,-2,-1,6,2.3,2.87
301313,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,4,3.03
303775,-2,-2,50.0701,13.1209,0,0,-2,-2,-1,6,4,3.67
300221,-2,0,27.0101,-1,0,0,-2,-2,-1,6,3.24,3.25
299713,-2,-2,52.0201,52.1401,8,0,52.0201,-2,-1,6,3.67,3.76
304552,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,3.26,2.95
303907,-2,-2,23.0101,-1,0,0,-2,-2,-1,6,2.9,3.16
268673,-2,-2,9.0101,-1,0,0,-2,-2,-1,6,3,3.33
304525,-2,-2,51.3801,-1,8,0,51.3801,-2,-1,6,4,3.69
304279,-2,-2,52.0801,-1,8,0,52.0801,-2,-1,6,3.15,3.2
299020,0,0,43.0399,-1,0,0,-2,-2,-1,6,1.6,2.12
303305,-2,-2,43.0399,-1,0,0,-2,-2,-1,6,3.35,3.52
268879,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,4,3.95
298895,-2,1,52.0301,-1,0,0,-2,-2,-1,6,2.36,2.26
301653,-2,-2,0,-1,7,0,16.0905,-2,-1,6,3.7,3.1
