StudentID,CompleteDevMath_14Term1,CompleteDevEnglish_14Term1,Major1_14Term1,Major2_14Term1,Complete1_14Term1,Complete2_14Term1,CompleteCIP1_14Term1,CompleteCIP2_14Term1,TransferIntent_14Term1,DegreeTypeSought_14Term1,TermGPA_14Term1,CumGPA_14Term1
300304,0,-2,9.0101,-1,0,0,-2,-2,-1,6,2.54,2.52
299369,0,0,52.1401,-1,0,0,-2,-2,-1,6,3.5,3.41
299788,0,1,52.0301,-1,0,0,-2,-2,-1,6,2,1.68
302134,0,0,42.0101,-1,0,0,-2,-2,-1,6,3.48,3.35
283028,-2,-2,11.0101,-1,0,0,-2,-2,-1,6,2,2.7
294970,-2,-2,52.1401,-1,0,0,-2,-2,-1,6,2.7,3.3
301192,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,3.48,3.32
303346,-2,-2,0,-1,0,0,-2,-2,-1,6,4,2.96
303053,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,2.43,2.2
300895,0,0,26.0101,-1,0,0,-2,-2,-1,6,2.19,2.93
299456,0,0,52.0201,-1,0,0,-2,-2,-1,6,3.2,2.88
297755,-2,0,0,-1,0,0,-2,-2,-1,6,1.33,2.16
297083,0,0,23.0101,-1,0,0,-2,-2,-1,6,2.33,2.17
299668,-2,-2,51,-1,0,0,-2,-2,-1,6,2.94,2.56
303775,-2,-2,50.0701,-1,0,0,-2,-2,-1,6,4,3.58
300221,-2,0,27.0101,-1,0,0,-2,-2,-1,6,2.39,3.18
304552,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,3,2.96
303907,-2,-2,23.0101,13.1202,7,0,23.0101,-2,-1,6,4,3.18
301562,0,0,45.1101,-1,0,0,-2,-2,-1,6,2.87,3.05
303428,-2,-2,52.0301,-1,0,0,-2,-2,-1,6,0,2.84
303599,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,0.5,2.14
299020,0,0,43.0199,-1,0,0,-2,-2,-1,6,2.58,2.31
299243,0,0,52.1401,-1,0,0,-2,-2,-1,6,1.48,2.23
297218,-2,0,26.0101,-1,0,0,-2,-2,-1,6,3.6,3.26
299086,0,0,52.0301,-1,0,0,-2,-2,-1,6,3.38,3.08
301309,0,0,26.0101,-1,0,0,-2,-2,-1,6,0,2.83
302533,0,0,0,-1,0,0,-2,-2,-1,6,3.34,2.59
294406,0,0,42.0101,-1,0,0,-2,-2,-1,6,1.9,2.24
298033,0,-2,27.0101,-1,0,0,-2,-2,-1,6,2.25,2.83
281368,-2,-2,54.0101,13.1001,0,0,-2,-2,-1,6,3.67,3.47
304905,0,0,52.0201,-1,0,0,-2,-2,-1,6,3.68,3.28
299495,-2,0,11.0101,-1,0,0,-2,-2,-1,6,4,3.91
302116,-2,-2,51,-1,0,0,-2,-2,-1,6,3.57,3.03
299115,-2,-2,43.0199,-1,8,0,43.0199,-2,-1,6,4,4
304298,-2,-2,51,-1,0,0,-2,-2,-1,6,3,3.42
300275,-2,0,26.0101,-1,0,0,-2,-2,-1,6,3.59,3.53
298966,0,0,42.0101,-1,0,0,-2,-2,-1,6,3.57,3.2
299583,0,0,54.0101,-1,0,0,-2,-2,-1,6,3,2.94
304216,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,1.86,2.67
300303,-2,-2,52.0201,-1,8,0,52.0201,-2,-1,6,4,3.96
297839,-2,-2,43.0199,-1,0,0,-2,-2,-1,6,2.25,2.7
295130,-2,0,26.0101,-1,0,0,-2,-2,-1,6,3.53,3.54
299655,0,0,27.0101,-1,0,0,-2,-2,-1,6,3.15,3.08
298900,0,0,45.1101,-1,0,0,-2,-2,-1,6,3.82,3.73
305247,-2,-2,9.0101,-1,0,0,-2,-2,-1,6,2.57,2.15
303921,0,0,0,-1,0,0,-2,-2,-1,6,0.75,1.91
305226,-2,-2,43.0399,-1,0,0,-2,-2,-1,6,3.83,3.47
298959,0,-2,50.0701,-1,0,0,-2,-2,-1,6,3.87,3.77
286282,-1,-1,0,-1,0,0,-2,-2,-1,6,3.55,3.22
304578,-2,-2,43.0199,-1,0,0,-2,-2,-1,6,3.93,2.98
305255,-2,-2,40.0801,-1,0,0,-2,-2,-1,6,3.89,3.09
301764,0,0,52.0301,-1,0,0,-2,-2,-1,6,3.68,3.59
302827,0,-2,50.0901,-1,0,0,-2,-2,-1,6,3,2.66
299554,-2,-2,0,-1,0,0,-2,-2,-1,6,2.9,3.27
302354,0,0,52.0201,-1,0,0,-2,-2,-1,6,3.79,3.14
302770,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,2.43,2.51
305204,-2,-2,50.0701,-1,0,0,-2,-2,-1,6,3.33,2.05
297251,0,0,42.0101,43.0199,0,0,-2,-2,-1,6,3.66,3.19
304738,-2,-2,26.0101,11.0101,0,0,-2,-2,-1,6,1.7,2.38
304257,-2,-2,43.0399,-1,0,0,-2,-2,-1,6,2.8,3.07
260331,-2,-2,0,-1,0,0,-2,-2,-1,6,3.67,3.39
303232,0,0,42.0101,-1,0,0,-2,-2,-1,6,2.89,3.27
301131,-2,0,26.0101,-1,0,0,-2,-2,-1,6,3.64,3.35
301130,-2,0,26.0101,-1,0,0,-2,-2,-1,6,3.19,3.4
277702,-2,-2,45.1101,13.1209,0,0,-2,-2,-1,6,2.67,3
297513,0,0,52.0801,-1,0,0,-2,-2,-1,6,3.26,3.09
300416,0,0,52.0201,-1,0,0,-2,-2,-1,6,3.58,3.34
298934,0,0,11.0101,-1,0,0,-2,-2,-1,6,3.02,2.78
304610,-2,-2,11.0101,-1,0,0,-2,-2,-1,6,3.83,3.46
295509,-2,-2,43.0199,-1,0,0,-2,-2,-1,6,2.38,2.71
304223,-2,-2,52.0201,-1,0,0,-2,-2,-1,6,0,2.89
303486,-2,-2,27.0101,-1,0,0,-2,-2,-1,6,3.75,3.42
273529,-2,-2,0,-1,0,0,-2,-2,-1,6,3.5,3.27
288584,0,0,42.0101,-1,0,0,-2,-2,-1,6,3.67,3.48
278532,-2,-2,45.1101,-1,7,0,45.1101,-2,-1,6,3.85,3.4
283573,-2,-2,23.0101,-1,0,0,-2,-2,-1,6,2,3.32
302077,-2,-2,50.0701,-1,0,0,-2,-2,-1,6,3.58,3.19
298985,0,0,43.0399,-1,0,0,-2,-2,-1,6,2.18,2.67
300664,0,0,54.0101,-1,0,0,-2,-2,-1,6,3.47,2.92
298148,0,0,52.0201,-1,0,0,-2,-2,-1,6,3.26,2.8
303060,0,0,52.0201,-1,0,0,-2,-2,-1,6,3.25,2.87
298316,0,0,42.0101,-1,0,0,-2,-2,-1,6,3.45,3.36
301271,0,0,0,-1,0,0,-2,-2,-1,6,0,1.18
