StudentID,CompleteDevMath_14Term3,CompleteDevEnglish_14Term3,Major1_14Term3,Major2_14Term3,Complete1_14Term3,Complete2_14Term3,CompleteCIP1_14Term3,CompleteCIP2_14Term3,TransferIntent_14Term3,DegreeTypeSought_14Term3,TermGPA_14Term3,CumGPA_14Term3
300304,0,-2,9.0101,-1,0,0,-2,-2,-1,6,3.25,2.66
299369,0,0,52.1401,-1,0,0,-2,-2,-1,6,3.5,3.42
299788,0,0,52.0301,-1,0,0,-2,-2,-1,6,2.54,2.03
302134,0,0,42.0101,-1,0,0,-2,-2,-1,6,3.54,3.37
283028,-2,-2,11.0101,-1,0,0,-2,-2,-1,6,3.47,2.82
294970,-2,-2,52.1401,-1,0,0,-2,-2,-1,6,3.35,3.31
301192,-2,-2,52.0201,-1,8,0,52.0201,-2,-1,6,3.48,3.35
303053,-2,-2,42.0101,-1,0,0,-2,-2,-1,6,2.61,2.32
300895,0,0,26.0101,-1,0,0,-2,-2,-1,6,1.86,2.68
299456,0,0,52.0201,-1,0,0,-2,-2,-1,6,3.28,2.95
297755,-2,0,0,-1,0,0,-2,-2,-1,6,0,2.08
299668,-2,-2,51,-1,0,0,-2,-2,-1,6,2.88,2.63
303775,-2,-2,50.0701,-1,0,0,-2,-2,-1,6,3.5,3.57
304552,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,1.89,2.82
299408,-2,0,27.0101,-1,0,0,-2,-2,-1,6,2.43,2.82
301562,0,0,45.1101,-1,0,0,-2,-2,-1,6,0,2.73
303599,-2,-2,52.0201,52.1401,0,0,-2,-2,-1,6,4,2.12
299020,0,0,43.0199,-1,0,0,-2,-2,-1,6,3.5,2.5
298895,-2,0,52.0301,-1,0,0,-2,-2,-1,6,1.33,1.9
299243,0,0,52.1401,-1,0,0,-2,-2,-1,6,2.85,2.35
297218,-2,0,26.0101,-1,0,0,-2,-2,-1,6,3.23,3.26
299086,0,0,52.0301,-1,0,0,-2,-2,-1,6,3.34,3.12
301309,0,0,26.0101,-1,0,0,-2,-2,-1,6,0,2.65
302533,0,0,42.0101,43.0199,0,0,-2,-2,-1,6,3.45,2.72
294406,0,0,45.1001,-1,0,0,-2,-2,-1,6,1.5,2.12
298033,0,-2,27.0101,-1,0,0,-2,-2,-1,6,2.92,2.84
281368,-2,-2,54.0101,13.1001,7,0,54.0101,-2,-1,6,3.58,3.47
304905,0,0,52.0201,-1,0,0,-2,-2,-1,6,2.8,3.2
299495,-2,0,11.0101,-1,0,0,-2,-2,-1,6,4,3.92
302116,-2,-2,51,-1,0,0,-2,-2,-1,6,3.19,3.04
304298,-2,-2,51,-1,8,0,51,-2,-1,6,3,3.38
300275,-2,0,26.0101,-1,8,0,26.0101,-2,-1,6,3.72,3.55
298966,0,0,42.0101,-1,0,0,-2,-2,-1,6,4,3.32
304216,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,0.14,2.51
297839,-2,-2,43.0199,-1,0,0,-2,-2,-1,6,1.75,2.56
295130,-2,0,26.0101,-1,7,0,26.0101,-2,-1,6,3.01,3.48
299655,0,0,27.0101,-1,0,0,-2,-2,-1,6,2.85,3.05
298900,0,0,45.1101,-1,7,0,45.1101,-2,-1,6,3.75,3.73
305247,-2,-2,9.0101,-1,0,0,-2,-2,-1,6,0,2.15
305226,-2,-2,43.0399,-1,0,0,-2,-2,-1,6,3.93,3.52
298959,0,-2,50.0701,-1,0,0,-2,-2,-1,6,3.9,3.78
286282,-1,-1,50.0903,-1,7,0,50.0903,-2,-1,6,3.58,3.25
304578,-2,-2,43.0199,-1,8,0,43.0199,-2,-1,6,3.25,3.01
301493,-2,-2,26.0101,-1,0,0,-2,-2,-1,6,2.01,2.07
305255,-2,-2,40.0801,-1,0,0,-2,-2,-1,6,4,3.21
301764,0,0,52.0301,-1,0,0,-2,-2,-1,6,3.58,3.59
302827,1,-2,50.0901,-1,0,0,-2,-2,-1,6,2.97,2.69
299554,-2,-2,0,-1,0,0,-2,-2,-1,6,3.04,3.24
302354,0,0,52.0201,-1,0,0,-2,-2,-1,6,3,3.12
302770,-2,-2,42.0101,-1,7,0,42.0101,-2,-1,6,3,2.54
305204,-2,-2,50.0701,-1,0,0,-2,-2,-1,6,3.85,2.4
